Age,Gender,Country,Region,High School Science Score,Biology Score,Chemistry Score,Physics Score,Mathematics Score,Undergraduate Degree,Medical School Ranking,Institution Type,Medical Entrance Exam Score,Ability to diagnose & treat patients,"Doctor-patient interaction, explaining procedures",Hand-Eye Coordination,Empathy,Analytical Thinking,Years of Medical Education,Clinical Internship Experience (Months),Research Experience (Months),Medical Certifications,Specialization Courses,Interest in Surgery,Interest in Patient Care,Interest in Laboratory & Research,Interest in Emergency Medicine,Interest in Mental Health & Psychology,Preferred Work Environment,Comfort with Long Working Hours,Willingness to Work in Rural Areas,Teamwork Preference,Predicted Medical Career Role
26,Female,Germany,Rural,76.17,66.72,99.19,94.41,94.41,BSc Biotech,Top Tier,Public,61.78,8,7,8,9,5,14,6,11,9,4,7,2,7,1,6,Hospital,2,No,3,Medical Researcher
27,Male,UK,Urban,67.05,74.65,65.96,96.48,67.7,BDS,Low Tier,Public,82.09,6,7,3,7,9,5,3,8,8,1,2,2,3,2,3,Pharma Industry,1,No,6,Anesthesiologist
51,Male,Germany,Rural,96.47,98.77,86.3,96.73,59.34,BDS,Top Tier,Public,63.67,9,9,7,7,5,8,22,14,1,3,7,9,1,4,3,Pharma Industry,3,Yes,4,General Physician
52,Male,Germany,Rural,74.36,95.29,75.99,75.3,90.07,BSc Biotech,Mid Tier,Public,70.77,8,8,7,9,9,12,0,10,4,1,5,7,8,9,7,Hospital,3,Yes,9,Emergency Medicine Specialist
38,Female,USA,Urban,78.53,84.69,89.27,94.43,65.12,MBBS,Mid Tier,Private,95.72,9,5,6,8,9,9,18,15,5,1,7,5,4,2,8,Hospital,7,No,5,Psychiatrist
32,Male,USA,Urban,87.94,67.71,76.24,95.57,67.48,BSc Nursing,Low Tier,Private,55.06,7,8,3,6,5,5,20,4,2,4,1,2,9,5,4,Research Lab,2,No,6,Neurologist
41,Female,Australia,Urban,92.78,95.15,75.33,81.9,82.73,BSc Biotech,Mid Tier,Public,99.2,7,7,5,7,8,11,13,2,9,2,6,2,6,2,6,Research Lab,4,Yes,2,Emergency Medicine Specialist
30,Male,India,Urban,64.01,72.47,96.16,85.01,69.19,BPharm,Top Tier,Private,82.12,9,6,4,6,8,6,12,23,8,0,4,5,3,1,1,Hospital,3,Yes,6,Cardiologist
23,Male,Germany,Rural,95.95,81.83,79.78,83.1,50.82,BSc Nursing,Top Tier,Public,80.45,8,8,4,8,9,14,2,0,6,3,6,4,3,2,1,Pharma Industry,4,Yes,8,General Physician
58,Female,USA,Rural,97.3,96.47,89.59,60.64,99.46,MBBS,Low Tier,Private,60.72,5,9,7,8,7,5,17,12,5,2,1,2,3,8,1,Clinic,5,No,5,Emergency Medicine Specialist
22,Male,Germany,Rural,70.37,73.39,86,81.42,61.93,MBBS,Top Tier,Public,59.73,8,6,8,6,5,5,10,6,3,0,5,4,5,5,5,Pharma Industry,4,No,6,Orthopedic Doctor
25,Female,Germany,Urban,79.9,96.53,86.31,61.51,62.22,MBBS,Low Tier,Public,96.15,8,5,8,8,5,5,15,8,7,2,1,7,7,9,6,Hospital,7,No,2,Emergency Medicine Specialist
57,Male,USA,Rural,94.32,69.41,73.96,78.04,56.7,BSc Nursing,Top Tier,Private,58.01,9,7,5,9,5,9,14,0,7,1,8,1,1,2,2,Pharma Industry,4,Yes,8,Psychiatrist
46,Male,UK,Urban,79.49,97.15,70.1,61.83,57.9,BSc Biotech,Top Tier,Private,58.59,9,7,8,8,7,5,20,1,5,3,8,7,6,1,8,Clinic,1,No,5,Surgeon
24,Female,UK,Urban,79.28,74.35,95.42,78.21,75.1,BDS,Top Tier,Public,85.02,8,6,7,6,8,14,15,4,8,4,6,5,3,8,3,Hospital,7,No,6,Emergency Medicine Specialist
30,Female,Germany,Urban,84.74,74.98,60.98,72.19,96.99,BSc Biotech,Mid Tier,Private,85.22,6,6,9,9,5,11,11,6,7,1,8,9,7,8,3,Pharma Industry,3,No,7,Surgeon
43,Female,UK,Rural,90.7,82.12,66.92,90.96,84.86,BSc Biotech,Low Tier,Private,69.92,8,6,9,6,6,5,6,19,8,3,8,7,8,3,3,Research Lab,7,No,6,Surgeon
44,Female,Germany,Rural,86.62,73.88,65.31,79.16,82.88,BSc Nursing,Mid Tier,Private,95.38,9,5,3,6,6,12,9,23,7,3,2,5,8,6,9,Clinic,4,Yes,1,Pediatrician
33,Male,Australia,Urban,85.06,78,97.98,80.48,68.07,BPharm,Mid Tier,Public,95.96,8,9,7,7,7,12,19,3,2,2,1,7,9,5,9,Research Lab,3,No,2,Medical Researcher
31,Male,USA,Urban,74.87,80.05,60.2,96.15,90.66,BSc Nursing,Low Tier,Public,92.07,9,5,4,8,6,9,9,9,1,4,4,2,9,5,9,Hospital,9,No,5,Psychiatrist
55,Male,Germany,Urban,85.2,79.64,60.32,79.29,73.67,BPharm,Top Tier,Private,50.8,6,8,3,5,5,5,7,7,8,3,1,2,4,4,5,Research Lab,8,No,6,Medical Researcher
31,Female,UK,Urban,64.13,98.44,69.07,66.25,72.88,BSc Nursing,Mid Tier,Public,65.11,9,8,3,8,9,14,15,20,5,3,5,5,4,1,4,Hospital,7,No,2,Emergency Medicine Specialist
51,Female,UK,Urban,76.38,71.27,71.16,64.5,99.73,BPharm,Top Tier,Public,64.52,9,8,4,5,6,6,4,13,4,1,4,9,7,9,9,Research Lab,6,Yes,8,General Physician
43,Male,Canada,Urban,67.53,71.38,82.39,72.23,80.45,BDS,Mid Tier,Public,53.28,9,7,8,5,8,6,21,23,3,3,7,7,1,6,8,Research Lab,1,Yes,6,Nurse
27,Male,Canada,Rural,81.5,93.52,98.45,70.62,93.41,BDS,Top Tier,Public,94.65,6,8,7,8,8,8,10,4,6,0,7,2,2,3,1,Research Lab,9,No,9,Orthopedic Doctor
23,Male,UK,Rural,70.48,75.68,78.6,92.74,76.23,MBBS,Top Tier,Public,99.63,9,9,3,8,7,9,14,3,2,2,9,5,8,4,1,Clinic,6,No,2,Cardiologist
51,Female,Australia,Urban,80.24,62.93,71.55,90.36,58.09,MBBS,Mid Tier,Public,57.17,9,9,8,5,7,8,13,20,8,2,7,1,2,5,7,Hospital,4,Yes,8,Neurologist
23,Female,India,Urban,91.09,79.25,92.68,62.34,99.36,BPharm,Low Tier,Public,64.26,9,5,7,5,5,5,22,14,1,1,7,1,7,9,9,Hospital,3,No,9,Emergency Medicine Specialist
53,Male,Germany,Rural,77.36,82.01,75.43,68.04,82.78,BSc Biotech,Mid Tier,Public,51.34,7,7,5,5,6,11,16,11,2,2,9,8,7,5,2,Pharma Industry,2,No,7,Dentist
37,Male,Canada,Urban,68.75,84.71,65.67,77.95,57.43,MBBS,Top Tier,Private,55.77,6,9,3,8,5,12,19,23,2,2,5,8,2,5,4,Clinic,2,No,3,General Physician
33,Male,Germany,Urban,68.92,69.4,91.78,63.49,87,BSc Nursing,Mid Tier,Private,74.98,7,7,4,8,9,13,6,1,2,2,5,3,1,2,2,Clinic,5,No,1,Neurologist
22,Female,Canada,Urban,96.25,98.93,60.1,66.65,71.96,BDS,Top Tier,Public,68.4,5,7,9,6,5,9,0,22,2,0,1,7,4,6,1,Pharma Industry,7,No,1,Nurse
29,Female,USA,Urban,91.24,89.48,68.2,96.34,91.12,MBBS,Mid Tier,Private,71.19,7,9,4,5,5,9,20,21,8,2,3,4,6,1,1,Pharma Industry,8,No,7,Medical Researcher
34,Male,USA,Urban,61.46,88.81,85.41,81.65,63.85,MBBS,Low Tier,Public,83.31,6,9,7,8,9,12,6,21,5,2,3,4,6,6,9,Clinic,9,No,7,Psychiatrist
36,Female,UK,Urban,97.71,94.91,64.1,91.87,97.12,MBBS,Top Tier,Private,54.88,5,9,6,9,7,14,11,8,4,0,3,1,1,9,9,Hospital,1,No,1,Psychiatrist
29,Female,USA,Urban,64.5,61.05,70.23,73.22,64.86,BSc Nursing,Mid Tier,Public,92.39,6,9,5,6,5,8,7,8,5,1,5,4,5,5,9,Clinic,1,Yes,3,Anesthesiologist
31,Male,USA,Urban,86.12,84.53,75.73,74.99,99.86,BSc Nursing,Top Tier,Private,93.28,6,6,6,6,6,5,4,16,0,1,5,9,9,8,6,Clinic,7,Yes,8,Emergency Medicine Specialist
26,Female,India,Urban,82.06,92.71,75.86,94.33,85.01,MBBS,Low Tier,Public,58.15,8,8,7,7,6,6,9,15,4,0,8,7,7,6,5,Pharma Industry,1,No,8,Neurologist
40,Male,Australia,Rural,61.87,61.37,98.91,86.29,98.56,BSc Biotech,Low Tier,Public,81.74,9,6,9,6,5,9,12,17,0,0,9,4,5,6,6,Clinic,2,No,8,Surgeon
59,Female,UK,Rural,71.81,90.25,87.02,87.14,86.21,BSc Biotech,Low Tier,Public,84.52,6,5,6,7,9,6,18,18,2,4,2,8,1,6,9,Research Lab,7,No,3,Pharmacist
32,Male,India,Urban,91.03,99.59,61.48,85.56,87.71,BSc Nursing,Top Tier,Private,58.69,9,6,7,6,5,10,2,23,7,4,3,8,2,1,9,Pharma Industry,6,Yes,9,Psychiatrist
41,Male,UK,Urban,72.28,83.74,68.85,81.65,56.07,BSc Nursing,Mid Tier,Public,68.74,7,5,8,9,7,8,0,1,5,0,8,6,6,7,4,Pharma Industry,9,No,2,Surgeon
41,Female,Australia,Urban,79.21,76.99,84.66,99.65,50.75,BDS,Low Tier,Public,84.61,7,6,5,8,6,13,7,0,9,4,4,7,8,3,6,Hospital,5,No,7,Radiologist
42,Female,UK,Urban,87.92,78.14,88.54,95.77,54.32,BSc Biotech,Mid Tier,Private,83.65,8,5,7,6,6,12,3,20,4,1,2,6,1,3,8,Hospital,3,No,1,Radiologist
39,Male,Germany,Rural,62.86,87.18,75.22,88.44,71.86,MBBS,Top Tier,Public,91.93,8,8,7,6,9,14,23,23,5,2,1,6,9,7,4,Research Lab,6,No,1,Medical Researcher
31,Female,Germany,Urban,93.3,82.8,94.26,87.13,70.1,BPharm,Mid Tier,Public,56.63,9,8,9,7,6,6,11,11,4,4,7,2,7,6,4,Hospital,1,No,8,Dentist
55,Male,Germany,Urban,61.66,91.5,97.74,63.37,59.19,BDS,Mid Tier,Public,66.14,9,8,7,8,5,10,5,1,0,2,8,4,6,3,3,Pharma Industry,7,No,3,Cardiologist
47,Male,USA,Urban,70.5,76.87,84.56,79.41,52.17,BDS,Mid Tier,Private,87.64,7,9,5,5,8,13,13,13,1,1,2,3,6,5,2,Research Lab,9,Yes,1,Orthopedic Doctor
51,Female,Australia,Urban,90.52,76.69,82.5,79.84,84.6,MBBS,Mid Tier,Private,62.44,7,7,6,9,5,12,11,18,2,1,5,5,8,1,3,Research Lab,8,Yes,9,Dermatologist
30,Male,India,Urban,96.48,89.84,90.03,62.08,59.89,MBBS,Mid Tier,Private,76.85,8,5,9,5,8,10,4,2,4,2,6,5,7,2,7,Clinic,9,No,9,Cardiologist
52,Male,India,Rural,90.41,85.82,91.28,90.22,98.93,BSc Nursing,Low Tier,Public,56.86,6,5,7,5,8,5,11,1,4,2,1,9,8,4,9,Clinic,1,No,8,Medical Researcher
25,Female,Canada,Urban,69.08,91.12,68.62,60.08,55.17,BSc Biotech,Mid Tier,Public,57.85,6,9,6,9,8,12,12,1,9,3,7,1,9,5,7,Clinic,3,No,8,Medical Researcher
27,Male,India,Urban,99.43,95.49,79.34,77.01,68.18,BSc Nursing,Low Tier,Private,62.8,5,8,4,7,5,5,15,10,8,3,6,6,4,3,4,Hospital,3,Yes,1,Anesthesiologist
35,Female,Germany,Rural,76.53,70.54,77.9,96.13,73.95,BSc Biotech,Mid Tier,Private,64.7,8,5,8,8,7,13,14,1,7,0,3,6,1,8,1,Pharma Industry,5,Yes,2,Emergency Medicine Specialist
25,Male,Germany,Urban,75.06,72.6,97.66,73.61,60.92,BSc Biotech,Mid Tier,Public,52.09,9,8,4,9,6,13,8,16,4,4,4,8,1,6,1,Research Lab,6,No,2,General Physician
47,Female,Canada,Urban,94.61,81.08,64.47,83.31,75.17,BPharm,Top Tier,Public,92.79,8,8,4,5,5,5,19,11,3,4,6,8,5,3,6,Research Lab,6,No,8,General Physician
38,Male,USA,Rural,62.65,97.22,97.74,72.32,56.22,BDS,Mid Tier,Public,52.2,6,6,5,7,8,13,23,11,5,2,1,6,8,5,2,Research Lab,9,Yes,8,Medical Researcher
40,Male,India,Urban,82.24,93.39,82.9,67.16,50.08,BPharm,Mid Tier,Private,88.14,6,8,8,8,5,6,17,16,3,0,9,1,4,2,4,Hospital,1,No,1,Surgeon
27,Female,Australia,Rural,98.63,78.74,71.52,89.2,84.91,MBBS,Mid Tier,Public,64.35,7,5,9,6,9,12,1,20,1,4,1,3,8,9,7,Clinic,1,No,5,Emergency Medicine Specialist
50,Female,Canada,Urban,64.01,82.92,94.77,68.18,91.73,BPharm,Low Tier,Public,69.92,6,8,7,8,9,13,16,0,9,2,9,8,1,8,3,Research Lab,7,No,6,General Physician
32,Female,India,Rural,81.63,88.49,62.02,62.89,78.73,BPharm,Top Tier,Private,78.9,8,8,7,7,5,11,17,7,1,1,6,7,7,4,7,Clinic,5,No,8,Pharmacist
37,Male,USA,Rural,65.3,80.91,72.76,77.41,61.43,BDS,Top Tier,Public,61.24,7,7,7,8,8,7,2,6,9,1,3,3,5,4,6,Research Lab,1,No,2,Emergency Medicine Specialist
51,Female,Australia,Urban,95.6,63.94,90.1,88.36,69.73,BPharm,Top Tier,Public,53.84,7,8,3,5,6,6,21,6,4,0,7,5,8,7,8,Pharma Industry,1,Yes,8,Radiologist
46,Male,Australia,Rural,83.51,74.11,93.11,83.2,81.31,BDS,Low Tier,Public,97.86,7,9,4,6,6,6,3,9,0,2,7,5,2,9,7,Pharma Industry,5,Yes,4,Emergency Medicine Specialist
32,Female,USA,Urban,69.38,61.9,66.7,69.78,51.63,BDS,Top Tier,Public,91.41,5,8,5,8,9,8,21,4,0,1,6,1,6,6,8,Pharma Industry,9,Yes,4,Psychiatrist
28,Female,India,Urban,72.28,86.79,97.67,92.71,54.71,BDS,Low Tier,Public,87.97,9,8,6,8,8,9,1,19,9,2,9,9,3,1,7,Hospital,4,No,3,General Physician
47,Male,UK,Urban,80.67,73.48,62.15,63.88,97.91,BDS,Mid Tier,Public,76.72,5,7,8,5,5,11,10,13,8,0,7,1,8,5,1,Research Lab,3,No,6,Emergency Medicine Specialist
43,Female,India,Rural,89.01,89.53,77.34,86.81,83.93,BPharm,Top Tier,Private,81.88,9,9,9,7,9,13,22,6,8,1,1,8,9,4,2,Research Lab,5,No,5,General Physician
46,Male,Canada,Rural,79.5,77.19,63.9,84.27,84.85,BSc Nursing,Top Tier,Private,93.22,9,9,8,6,6,13,12,18,3,3,6,9,1,9,8,Clinic,2,No,4,General Physician
40,Female,Canada,Rural,67.57,61.82,63.91,95.96,55.13,BSc Nursing,Mid Tier,Private,69.44,8,6,7,6,5,13,5,10,2,3,9,4,6,7,4,Research Lab,5,No,2,Pharmacist
52,Female,India,Rural,88.33,75.18,96.56,81.08,61.65,MBBS,Mid Tier,Public,55.23,9,8,6,6,6,14,14,13,2,3,2,4,7,1,6,Research Lab,5,No,5,Pharmacist
47,Male,Germany,Rural,64.73,68.75,96.16,92.76,69.56,BDS,Top Tier,Public,92.05,8,6,7,9,8,12,17,2,6,1,1,4,6,7,1,Research Lab,8,Yes,5,Cardiologist
57,Female,Canada,Urban,92.38,68.57,84.61,68.61,60.26,BSc Nursing,Top Tier,Public,53.14,7,5,4,9,9,13,15,5,9,4,9,9,4,5,8,Pharma Industry,7,No,3,Psychiatrist
44,Male,UK,Rural,75.82,75.1,98.65,81.81,90.47,MBBS,Low Tier,Public,95.93,8,5,4,6,7,12,6,11,2,1,2,1,1,2,5,Pharma Industry,3,No,4,Emergency Medicine Specialist
34,Female,Germany,Rural,86.11,99.13,79.64,81.31,80.32,BPharm,Mid Tier,Public,86.1,6,7,3,9,8,6,3,0,0,0,1,2,2,2,5,Clinic,2,No,5,Dermatologist
46,Male,UK,Rural,73.79,98.4,91.31,71.81,59.84,MBBS,Mid Tier,Private,72.27,5,6,3,8,9,6,7,18,5,3,9,5,4,1,4,Research Lab,7,No,4,Dentist
23,Female,Australia,Rural,86.76,92.14,63.89,60.2,88.55,BSc Nursing,Top Tier,Private,80.77,8,5,7,8,7,12,18,5,2,0,2,4,5,8,8,Research Lab,7,Yes,1,Psychiatrist
23,Male,Canada,Urban,95.57,69.82,75.82,89.77,77.04,MBBS,Mid Tier,Private,76.75,9,7,6,6,8,6,13,23,8,4,1,4,5,8,2,Clinic,5,No,5,Emergency Medicine Specialist
37,Male,Germany,Urban,88.06,90.56,80.6,75.87,60.39,MBBS,Mid Tier,Public,70.08,8,5,3,6,8,7,17,3,4,2,5,8,9,7,8,Clinic,4,No,7,Medical Researcher
30,Female,India,Rural,86.86,60.61,91.13,72,92.14,MBBS,Low Tier,Public,56.43,8,6,5,6,5,11,4,20,4,0,7,6,3,8,4,Pharma Industry,6,Yes,8,Emergency Medicine Specialist
49,Male,Germany,Urban,90.3,62.25,73.38,67.76,60.5,BSc Nursing,Mid Tier,Public,90.42,7,6,4,9,6,8,7,13,5,2,7,1,5,8,3,Clinic,7,No,1,Emergency Medicine Specialist
34,Male,Australia,Urban,80.01,93.43,99.21,94.07,84.53,BDS,Mid Tier,Private,79.39,5,7,6,6,5,13,1,20,3,1,8,4,5,8,3,Hospital,5,No,3,Emergency Medicine Specialist
56,Female,UK,Rural,68.81,82.57,89.39,73.36,70,BPharm,Top Tier,Public,85.13,7,6,7,5,5,14,22,22,8,4,4,9,6,8,2,Pharma Industry,8,No,4,Emergency Medicine Specialist
34,Female,Australia,Urban,92.62,74.93,81.32,68.16,87.47,BDS,Top Tier,Private,60.42,5,8,7,8,9,14,16,10,7,3,9,1,7,8,8,Hospital,3,No,9,Psychiatrist
52,Female,USA,Rural,85.94,89.62,73.23,80.94,71.17,BSc Biotech,Top Tier,Private,60.07,5,6,4,8,6,12,15,6,9,3,9,9,8,2,5,Clinic,5,Yes,3,Cardiologist
42,Male,Canada,Rural,72.55,64.57,85.68,91.27,64.33,BDS,Top Tier,Public,91.95,9,8,6,7,7,9,19,5,5,3,4,2,1,4,3,Clinic,5,Yes,1,Cardiologist
53,Female,India,Urban,71.03,71.47,86.92,84.1,98.05,BPharm,Mid Tier,Public,77.37,7,9,5,8,9,8,19,21,7,0,3,3,7,3,1,Hospital,6,No,2,Emergency Medicine Specialist
55,Male,UK,Rural,80,89.1,87.17,98.41,87.94,MBBS,Top Tier,Public,72.64,8,7,7,8,8,6,2,18,5,0,1,2,1,1,7,Pharma Industry,7,No,7,Psychiatrist
29,Female,Australia,Urban,68.29,68.29,83.45,98.27,91.38,BDS,Mid Tier,Private,54.66,6,7,4,6,5,14,11,18,5,1,2,8,8,2,9,Pharma Industry,7,Yes,3,Pharmacist
23,Female,India,Rural,95.13,84.03,76.02,96.09,65.64,BSc Nursing,Mid Tier,Private,71.31,6,5,3,7,6,6,0,10,7,3,6,8,2,2,3,Research Lab,2,Yes,3,Cardiologist
59,Female,Canada,Urban,91.54,77.91,92.67,82.61,67.4,BSc Biotech,Top Tier,Public,85.18,9,9,8,5,6,8,10,21,8,1,8,6,6,6,7,Hospital,2,No,2,Surgeon
53,Male,India,Rural,72.33,68.09,70.33,90.73,58.64,MBBS,Mid Tier,Private,55.18,9,5,4,5,9,8,23,13,2,4,4,8,4,8,2,Clinic,1,No,7,Emergency Medicine Specialist
49,Female,Canada,Urban,61.98,95.54,85.02,71.54,72.34,MBBS,Mid Tier,Public,51.46,9,5,4,6,9,9,16,20,6,2,1,8,7,3,3,Clinic,9,Yes,9,Cardiologist
58,Female,Canada,Urban,62.07,77.42,78.87,83.01,99.85,MBBS,Top Tier,Public,77.66,9,7,3,6,5,6,21,23,3,1,4,4,3,2,5,Research Lab,4,No,7,Pediatrician
22,Female,Canada,Rural,71.88,83.95,95.71,62.66,79.47,BDS,Mid Tier,Private,65.81,7,8,8,5,6,9,22,12,7,3,2,9,6,8,2,Hospital,2,No,8,General Physician
31,Male,Australia,Urban,65.9,70.12,83.62,70.54,86.21,BSc Nursing,Mid Tier,Public,95.3,5,5,9,5,8,6,20,11,4,0,3,1,4,9,7,Clinic,8,No,5,Emergency Medicine Specialist
25,Female,Canada,Rural,94.93,73.87,94.23,73.01,86.87,BPharm,Top Tier,Private,79.63,8,6,9,6,9,6,3,12,7,1,4,1,6,5,2,Hospital,8,No,6,Pediatrician
56,Female,India,Rural,76.83,61.96,98.13,74.45,60.14,BSc Biotech,Top Tier,Public,65.02,8,9,5,8,8,7,21,0,1,2,1,2,9,3,8,Research Lab,6,No,3,Psychiatrist
31,Male,USA,Urban,73.92,79.33,65.08,66.44,52.8,BSc Nursing,Top Tier,Public,65.7,7,7,4,5,6,6,8,23,5,4,4,7,1,5,1,Research Lab,2,Yes,8,Psychiatrist
32,Male,India,Rural,68.72,73.79,82.21,63.33,56.08,BDS,Mid Tier,Public,56.45,8,7,4,7,5,7,7,11,1,1,8,9,5,4,6,Research Lab,7,Yes,9,Radiologist
35,Male,Australia,Urban,93.65,73.18,95.36,83.13,85.98,BSc Biotech,Mid Tier,Public,71.88,6,8,8,5,6,13,19,10,5,1,6,5,9,9,9,Hospital,1,Yes,8,Emergency Medicine Specialist
59,Male,Canada,Urban,91.7,95.6,94.88,79.65,72.79,BSc Nursing,Low Tier,Public,53.42,8,9,4,9,5,14,19,18,2,1,8,4,1,7,4,Clinic,7,No,9,Cardiologist
33,Male,USA,Urban,75.37,88.15,67.84,83.38,95.23,BPharm,Mid Tier,Private,72.03,5,9,6,7,5,6,23,4,6,2,6,3,6,5,1,Pharma Industry,5,No,3,General Physician
38,Male,Australia,Urban,66.77,78.29,79.25,65.17,68.33,BPharm,Mid Tier,Public,56.03,8,9,7,8,9,13,17,15,6,4,8,7,4,8,6,Clinic,2,No,8,Emergency Medicine Specialist
37,Female,UK,Urban,98.08,67.81,68.92,97.91,55.13,MBBS,Mid Tier,Public,83.86,5,7,6,5,7,11,7,16,9,4,4,1,9,2,6,Research Lab,1,Yes,9,Psychiatrist
56,Female,UK,Urban,72.63,98.93,95.87,76.53,98.42,MBBS,Top Tier,Private,82.55,9,6,8,6,8,5,14,2,2,3,1,3,5,4,1,Research Lab,4,Yes,2,General Physician
23,Male,UK,Urban,90.84,62.99,60.13,77.98,70.04,BPharm,Top Tier,Private,91.92,7,7,9,7,9,5,15,11,6,1,7,6,6,1,1,Clinic,6,No,3,Anesthesiologist
32,Female,USA,Urban,78.52,65.44,68.74,81.88,92.41,MBBS,Low Tier,Private,96.12,6,7,8,6,5,6,3,1,1,3,5,2,7,3,4,Clinic,8,Yes,8,Anesthesiologist
24,Female,India,Rural,91.27,70.81,76.36,87.61,52.3,MBBS,Mid Tier,Private,82.7,8,7,9,9,7,5,3,16,8,2,7,1,5,9,3,Pharma Industry,3,Yes,7,Emergency Medicine Specialist
50,Male,USA,Urban,79.26,98.18,68.85,75.39,67.97,BPharm,Mid Tier,Private,57.71,6,6,4,5,5,13,4,19,8,4,7,5,3,3,7,Hospital,3,No,8,Surgeon
39,Male,USA,Urban,97.02,71.16,98.94,65.73,79.72,BSc Biotech,Mid Tier,Private,75.41,8,7,4,5,6,12,7,11,9,2,5,1,7,8,5,Research Lab,3,No,2,Emergency Medicine Specialist
41,Female,USA,Urban,92.02,79.66,69.76,91.32,76.2,BPharm,Top Tier,Public,97.06,9,7,8,7,6,13,8,11,5,2,4,9,2,9,5,Hospital,8,No,4,Emergency Medicine Specialist
35,Female,UK,Urban,70.41,90.45,74.49,70.42,86.38,MBBS,Top Tier,Public,59.96,5,9,9,8,9,7,16,11,8,1,1,6,4,1,6,Clinic,2,No,1,Anesthesiologist
55,Female,Germany,Rural,77.22,97.17,66.96,77.71,94.15,BSc Biotech,Low Tier,Public,69.47,7,9,3,6,9,8,5,23,6,0,5,8,6,8,2,Pharma Industry,9,No,8,General Physician
52,Female,India,Rural,64.02,84.2,97.07,85.29,87.93,MBBS,Mid Tier,Public,87.4,7,8,3,6,5,10,15,7,3,2,3,7,8,3,7,Research Lab,6,No,7,Radiologist
39,Male,Germany,Urban,96.14,75.37,76.45,98.61,65.51,BDS,Top Tier,Public,88.16,6,5,9,6,9,7,0,7,4,4,5,8,1,8,7,Clinic,6,No,7,Emergency Medicine Specialist
51,Female,Germany,Urban,62.77,99.42,70.47,61.34,98.47,MBBS,Mid Tier,Public,97.47,5,6,6,9,9,12,3,7,3,1,6,7,3,9,3,Pharma Industry,4,No,8,Emergency Medicine Specialist
46,Male,USA,Rural,60.73,61.05,69.84,80.75,95.95,BSc Nursing,Top Tier,Private,62.36,7,8,4,8,6,12,1,4,8,1,7,1,9,9,8,Pharma Industry,7,No,9,Psychiatrist
40,Male,India,Rural,79.86,93.29,83.42,97.44,81.5,BSc Nursing,Low Tier,Public,92.92,6,7,3,8,6,11,2,5,6,1,3,3,4,6,9,Clinic,2,No,7,Psychiatrist
29,Male,Germany,Urban,84.13,71.1,99.11,70.21,75.5,MBBS,Mid Tier,Public,52.63,5,7,3,6,7,7,9,11,4,3,7,2,5,5,6,Pharma Industry,5,Yes,7,General Physician
49,Male,Canada,Rural,68.93,92.7,98.97,64.49,75.82,MBBS,Low Tier,Public,57.29,9,5,5,6,9,14,9,23,0,2,1,6,5,4,7,Pharma Industry,9,No,4,Cardiologist
29,Female,USA,Urban,82.82,66.49,99.27,83.87,86.76,BDS,Top Tier,Public,97.15,9,9,8,5,6,14,18,19,2,4,6,9,8,5,3,Pharma Industry,1,No,2,General Physician
52,Female,USA,Urban,95.82,73.87,75.47,66.09,74.17,BSc Biotech,Mid Tier,Private,94.04,6,6,5,7,6,10,15,13,5,1,7,1,5,9,1,Pharma Industry,6,No,5,Emergency Medicine Specialist
24,Female,USA,Urban,85.04,62.24,96.58,95.15,99.32,BSc Biotech,Top Tier,Public,53.05,9,8,8,8,6,8,16,12,8,2,4,3,9,7,9,Clinic,7,Yes,8,Psychiatrist
24,Male,Canada,Rural,78.23,67.98,77.78,88.93,85.52,BDS,Top Tier,Private,53.38,8,9,4,8,7,12,8,6,2,2,3,1,1,5,6,Research Lab,6,No,3,Dermatologist
43,Female,Canada,Rural,65.78,84.11,80.42,64.84,61.91,BPharm,Top Tier,Public,67.6,8,8,3,9,9,14,17,7,4,1,7,2,5,4,5,Pharma Industry,3,No,7,General Physician
38,Female,UK,Urban,66.76,90.46,80.8,83.1,82.92,MBBS,Top Tier,Private,70,5,5,9,6,8,10,18,2,2,0,1,3,1,9,7,Hospital,9,Yes,7,Emergency Medicine Specialist
57,Male,Australia,Urban,79.37,96.45,62.54,61.08,74.22,MBBS,Low Tier,Public,73.39,9,8,6,9,6,11,1,18,1,3,5,4,5,2,6,Clinic,1,No,6,Nurse
38,Female,India,Urban,78.52,64.79,67.08,93.81,57.99,BSc Nursing,Top Tier,Public,77.42,7,8,7,9,5,11,21,7,0,1,2,9,1,1,9,Pharma Industry,7,No,2,Psychiatrist
35,Female,Australia,Urban,80.9,65.62,95.44,68.22,75.94,BSc Nursing,Top Tier,Public,56.53,6,9,9,5,5,12,19,16,0,0,2,8,9,3,3,Research Lab,1,No,6,General Physician
30,Male,USA,Urban,80.32,97.55,95.85,89.27,92.95,BPharm,Low Tier,Public,99.32,7,7,6,5,8,11,21,5,5,4,6,7,5,8,8,Pharma Industry,7,No,4,Emergency Medicine Specialist
51,Female,Germany,Urban,73.65,90.64,68.08,64.25,51.23,BSc Biotech,Mid Tier,Private,97.89,8,7,4,8,6,7,19,19,4,0,8,9,5,6,2,Clinic,5,Yes,5,Cardiologist
42,Female,USA,Urban,87.83,81.59,72.11,78.9,92.56,BSc Biotech,Top Tier,Public,70.44,9,8,7,5,8,13,12,23,1,3,2,9,7,9,4,Clinic,4,No,7,General Physician
